text_idx,google/gemma-4-E2B-it,Qwen/Qwen3.5-4B,meta-llama/Llama-3.2-3B-Instruct,ibm-granite/granite-4.1-3b,microsoft/Phi-4-mini-instruct
0,143.33009923564921,4.518208338675864,42.243133510960035,35.103169840546464,83.08452438167616
1,790.773657695613,16.772774136270463,85.28191614621585,309.1578258086522,912.9650482066729
2,149.74331230067128,5.615148526138657,17.191387163835447,104.34808251538954,1674.9070256407251
3,156.77198175688937,5.34600100350216,51.81228617486417,61.890706161718136,1170.4193228261774
4,1916.5187841197317,6.816838520984017,688.606093005622,294.32378235623713,463.2569289001904
5,327.2560441524025,8.566539552545205,18.242477509653828,207.22854168965972,636.6986355000254
6,55.94751742724767,2.9891635267053736,9.026018844099431,12.193338501388496,301.35289717381556
7,29.075743785931166,2.9673947904208746,13.025799438173175,34.2110491345281,143.6604495768977
8,254.47562981925344,11.121158641431816,72.60205096888872,244.78120737343295,557.76243307188
9,784.4189230224752,8.993029314439372,55.541784986451184,343.19909083783017,2027.2098036287703
10,166.34694887638534,6.516691185610138,13.589514023128277,9.727694969153571,68.27249163148639
11,65.42371700791989,3.8332492309247743,30.206898512197792,6.169115062636515,315.07132259054583
12,765.9136326173711,9.26319872076928,31.489550834332636,70.2793240892246,1200.3440493830187
13,857.0940607908634,5.102225508934855,34.678782152703185,257.35084548186757,126.11761787676089
14,156.23340428570256,3.088182311932706,6.512996757173214,25.048548881931318,35.52728724151472
15,59.14794723200691,4.883947621452712,6.268737536623855,25.4848054256482,27.483996175667922
16,566.0636305652221,5.520178866202173,22.526366984861525,87.80334199127657,110.78311461442549
17,217.97717471311745,4.818667164131716,15.768852182731859,30.15273134029623,115.71431850862982
18,219.72230563923821,5.197072511762559,20.46144307853391,74.38357088214015,180.26164349092647
19,82.90358915273156,2.878388165052599,10.353744303391169,5.582668890614141,86.75437787973883
20,318.41095422800106,4.3705507896784175,18.856131698128767,64.17926744569641,151.5783882416877
21,619.8019349194248,10.868692739444628,19.85279707450445,2491.971371002245,136.41157380882814
22,676.8097750034179,4.572594122829793,12.101091674373949,3.9606021032743612,176.1254386407451
23,70.35094174542087,3.620061147269063,11.238250759189555,13.242277529979624,176.13224140756418
24,147.58113463992194,3.895881251270985,26.721623546453934,15.803583847647364,210.03863071260187
25,432.265018089936,7.034340883501056,9.969617205915302,347.0554077332236,529.0600553515642
26,231.84814084242072,6.120693636163177,33.237358759936114,153.0891821315531,87.8325287647651
27,218.5457370582601,3.8015551663463727,10.46361464088007,12.467270038991632,719.6036270619641
28,26.237388870083223,2.373408418104749,7.464844151932694,14.569023828720079,43.19551108989943
29,765.9136326173711,9.26319872076928,31.489550834332636,70.2793240892246,1200.3440493830187
30,503.0222785391467,14.038218118068825,70.24324115402469,302.3330592581032,683.8770490752554
31,105.39461101286048,2.6666973057128596,9.283758518619445,7.873527053593107,271.8934057956081
32,57.91462680467481,3.8632216697793305,21.064909811173198,21.146115260543578,691.3641847975085
33,1675.58841940122,4.981710024580563,17.821781697514353,55.97468207646182,374.426487541268
34,577.4184601340621,5.893167200289332,29.46829932403206,205.5048210720995,303.51158141298833
35,2452.9626149223045,8.745502113904694,43.37369342651956,89.30992612908307,17913.863559089947
36,2186.8376261811286,13.786543246460301,466.320488939172,1869.6328123324827,12577.944550568951
37,280.38247456109406,4.519061042568336,29.889598050011315,56.14223032374815,633.4946197353645
38,261.17316102179444,6.467006227605725,44.729508555808984,72.5393823784724,233.14367887321296
39,138.4429802185597,4.260358609141328,9.838038121840091,56.86065568330449,235.42376779914713
40,222.9466162912109,4.780538804718249,10.731511811959923,129.29718000056428,93.07767792382232
41,59.14794723200691,4.883947621452712,6.268737536623855,25.4848054256482,27.483996175667922
42,300.4584248087626,6.665964257232963,23.427814922219394,82.15893832242668,76.9337836186131
43,577.4184601340621,5.893167200289332,29.46829932403206,205.5048210720995,303.51158141298833
44,105.75717740901516,3.5751272284599582,5.003964834345636,17.347181310938584,152.80482496761599
45,408.1249243483459,16.166945548298266,61.917390569360464,1271.3908350435597,3910.156746456524
46,708.0064968252699,6.112751515976079,24.934599574122082,120.2286483037417,67.93369020832752
47,84.22302516039409,6.552406501439843,25.23150433423216,72.00868985754575,107.27043225848676
